"index"	"date"	"open"	"closed"	"difference"
2486	Jul 13 2011	1.4229	1.4234	-0.0005
2487	Jul 12 2011	1.3969	1.3969	0
2488	Jul 11 2011	1.4041	1.4041	0
2489	Jul 07 2011	1.4366	1.4365	0.0001
2490	Jul 06 2011	1.4332	1.4332	0
2491	Jul 05 2011	1.4424	1.4428	-0.0004
2492	Jun 30 2011	1.4496	1.4497	-0.0001
2493	Jun 29 2011	1.4481	1.4479	0.0002
2494	Jun 28 2011	1.4358	1.4358	0
2495	Jun 27 2011	1.4317	1.4317	0
2496	Jun 23 2011	1.4273	1.4270	0.0003
2497	Jun 22 2011	1.4318	1.4314	0.0004
2498	Jun 21 2011	1.4380	1.4382	-0.0002
2499	Jun 20 2011	1.4325	1.4325	0
2500	Jun 16 2011	1.4200	1.4199	0.0001
2501	Jun 15 2011	1.4186	1.4182	0.0004
2502	Jun 14 2011	1.4449	1.4450	-0.0001
2503	Jun 13 2011	1.4418	1.4417	0.0001
2504	Jun 09 2011	1.4512	1.4516	-0.0004
2505	Jun 08 2011	1.4599	1.4602	-0.0003
2506	Jun 07 2011	1.4688	1.4686	0.0002
2507	Jun 06 2011	1.4582	1.4583	-0.0001
2508	Jun 02 2011	1.4487	1.4486	0.0001
2509	Jun 01 2011	1.4346	1.4345	0.0001
2510	May 31 2011	1.4428	1.4428	0
2511	May 26 2011	1.4131	1.4135	-0.0004
